b'Chipotle Mexican Grill',b'BURRITO',b'',b'30-40 MIN\n885 10TH AVE (\n0.4 MI\n)\nMORE INFO',b'Tortilla on the Side',b'',b'$0.30'
b'Chipotle Mexican Grill',b'BURRITO',b'',b'30-40 MIN\n885 10TH AVE (\n0.4 MI\n)\nMORE INFO',b'Queso Blanco',b'',b'$3.15'
b'Chipotle Mexican Grill',b'BURRITO',b'',b'30-40 MIN\n885 10TH AVE (\n0.4 MI\n)\nMORE INFO',b'Chips & Guacamole',b'',b'$5.30'
b'Chipotle Mexican Grill',b'BURRITO',b'',b'30-40 MIN\n885 10TH AVE (\n0.4 MI\n)\nMORE INFO',b'Large Chips & Large Guacamole',b'',b'$8.50'
b'Chipotle Mexican Grill',b'BURRITO',b'',b'30-40 MIN\n885 10TH AVE (\n0.4 MI\n)\nMORE INFO',b'Side of Guacamole',b'',b'$3.15'
b'Chipotle Mexican Grill',b'BURRITO',b'',b'30-40 MIN\n885 10TH AVE (\n0.4 MI\n)\nMORE INFO',b'Chips',b'',b'$2.15'
b'Chipotle Mexican Grill',b'BURRITO',b'',b'30-40 MIN\n885 10TH AVE (\n0.4 MI\n)\nMORE INFO',b'Pressed Apple Juice',b'',b'$3.75'
b'Chipotle Mexican Grill',b'BURRITO',b'',b'30-40 MIN\n885 10TH AVE (\n0.4 MI\n)\nMORE INFO',b'Peach Orange Juice',b'',b'$3.75'
b'Chipotle Mexican Grill',b'BURRITO',b'',b'30-40 MIN\n885 10TH AVE (\n0.4 MI\n)\nMORE INFO',b'Pineapple Orange Banana Juice',b'',b'$3.75'
b'Chipotle Mexican Grill',b'BURRITO',b'',b'30-40 MIN\n885 10TH AVE (\n0.4 MI\n)\nMORE INFO',b'Bottled Water',b'',b'$3.35'
b'Chipotle Mexican Grill',b'BURRITO',b'',b'30-40 MIN\n885 10TH AVE (\n0.4 MI\n)\nMORE INFO',b'Tractor Organic Black Tea',b'',b'$4.05'
b'Chipotle Mexican Grill',b'BURRITO',b'',b'30-40 MIN\n885 10TH AVE (\n0.4 MI\n)\nMORE INFO',b'Tractor Organic Lemonade',b'',b'$4.05'
b'Chipotle Mexican Grill',b'BURRITO',b'',b'30-40 MIN\n885 10TH AVE (\n0.4 MI\n)\nMORE INFO',b'Blackberry Izze',b'',b'$3.75'
b'Chipotle Mexican Grill',b'BURRITO',b'',b'30-40 MIN\n885 10TH AVE (\n0.4 MI\n)\nMORE INFO',b'Mexican Coca-Cola',b'',b'$3.80'
b'Chipotle Mexican Grill',b'BURRITO',b'',b'30-40 MIN\n885 10TH AVE (\n0.4 MI\n)\nMORE INFO',b'San Pellegrino Sparkling ',b'',b'$3.50'
b'Chipotle Mexican Grill',b'BURRITO',b'',b'30-40 MIN\n885 10TH AVE (\n0.4 MI\n)\nMORE INFO',b'Mexican Sprite',b'',b'$3.80'
b'Popeyes Louisiana Kitchen',b'FAST FOOD',b'',b'20-30 MIN\n934 EIGHTH AVE (\n0.6 MI\n)\nMORE INFO',b'Chicken Sandwich Spicy Combo',"b'1 Spicy sandwich, 1 small side and 1 small drink'",b'$9.99'
b'Popeyes Louisiana Kitchen',b'FAST FOOD',b'',b'20-30 MIN\n934 EIGHTH AVE (\n0.6 MI\n)\nMORE INFO',b'Cajun Fries',b'',b'$2.99'
b'Popeyes Louisiana Kitchen',b'FAST FOOD',b'',b'20-30 MIN\n934 EIGHTH AVE (\n0.6 MI\n)\nMORE INFO',b'Chicken Sandwich Mild Combo',"b'1 mild sandwich, 1 small side and small drink'",b'$9.99'
b'Popeyes Louisiana Kitchen',b'FAST FOOD',b'',b'20-30 MIN\n934 EIGHTH AVE (\n0.6 MI\n)\nMORE INFO',b'Cajun Crispy Shrimp Surf & Turf Dinner',b'Includes a choice of regular signature side and a biscuit.',b'$6.00'
b'Popeyes Louisiana Kitchen',b'FAST FOOD',b'',b'20-30 MIN\n934 EIGHTH AVE (\n0.6 MI\n)\nMORE INFO',b'Three Pieces Chicken Dinner',b'Includes a choice of regular signature side and a biscuit.',b'$9.99'
b'Popeyes Louisiana Kitchen',b'FAST FOOD',b'',b'20-30 MIN\n934 EIGHTH AVE (\n0.6 MI\n)\nMORE INFO',b'Five Pieces Handcrafted Tender Combo',"b'Includes a choice of regular signature side, a biscuit and a drink.'",b'$11.99'
b'Popeyes Louisiana Kitchen',b'FAST FOOD',b'',b'20-30 MIN\n934 EIGHTH AVE (\n0.6 MI\n)\nMORE INFO',b'Cajun Crispy Shrimp Surf & Turf Combo',"b'Includes a choice of regular signature side, a biscuit, and a drink.'",b'$7.20'
b'Popeyes Louisiana Kitchen',b'FAST FOOD',b'',b'20-30 MIN\n934 EIGHTH AVE (\n0.6 MI\n)\nMORE INFO',b'Cajun Crispy Shrimp Surf & Turf Dinner',b'Includes a choice of regular signature side and a biscuit.',b'$6.00'
b'Popeyes Louisiana Kitchen',b'FAST FOOD',b'',b'20-30 MIN\n934 EIGHTH AVE (\n0.6 MI\n)\nMORE INFO',b'Eight Pieces Cajun Crispy Shrimp Combo',"b'Includes a choice of regular signature side, a biscuit, and a drink.'",b'$7.20'
b'Popeyes Louisiana Kitchen',b'FAST FOOD',b'',b'20-30 MIN\n934 EIGHTH AVE (\n0.6 MI\n)\nMORE INFO',b'Eight Pieces Cajun Crispy Shrimp Dinner',b'Includes a choice of regular signature side and a biscuit.',b'$6.00'
b'Popeyes Louisiana Kitchen',b'FAST FOOD',b'',b'20-30 MIN\n934 EIGHTH AVE (\n0.6 MI\n)\nMORE INFO',b'Two Pieces Chicken Combo',"b'Includes a choice of regular signature side, a biscuit and a drink.'",b'$9.99'
b'Popeyes Louisiana Kitchen',b'FAST FOOD',b'',b'20-30 MIN\n934 EIGHTH AVE (\n0.6 MI\n)\nMORE INFO',b'Three Pieces Handcrafted Tender Combo',"b'Includes a choice of regular signature side, a biscuit and a drink.'",b'$10.99'
b'Popeyes Louisiana Kitchen',b'FAST FOOD',b'',b'20-30 MIN\n934 EIGHTH AVE (\n0.6 MI\n)\nMORE INFO',b'Three Pieces Chicken Combo',"b'Includes a choice of regular signature side, a biscuit, and a drink.'",b'$10.99'
b'Popeyes Louisiana Kitchen',b'FAST FOOD',b'',b'20-30 MIN\n934 EIGHTH AVE (\n0.6 MI\n)\nMORE INFO',b'Five Pieces Handcrafted Tender Combo',"b'Includes a choice of regular signature side, a biscuit and a drink.'",b'$11.99'
b'Popeyes Louisiana Kitchen',b'FAST FOOD',b'',b'20-30 MIN\n934 EIGHTH AVE (\n0.6 MI\n)\nMORE INFO',b'Four Pieces Chicken Combo',"b'Comes with four pieces of mixed chicken,regular side,biscuit and a drink.'",b'$11.99'
b'Popeyes Louisiana Kitchen',b'FAST FOOD',b'',b'20-30 MIN\n934 EIGHTH AVE (\n0.6 MI\n)\nMORE INFO',b'5 whole wings combo',"b'Comes with 5 whole wings, regular side, biscuit and a drink'",b'$10.99'
b'Popeyes Louisiana Kitchen',b'FAST FOOD',b'',b'20-30 MIN\n934 EIGHTH AVE (\n0.6 MI\n)\nMORE INFO',b'Chicken Sandwich Mild Combo',"b'1 mild sandwich, 1 small side and small drink'",b'$9.99'
b'Popeyes Louisiana Kitchen',b'FAST FOOD',b'',b'20-30 MIN\n934 EIGHTH AVE (\n0.6 MI\n)\nMORE INFO',b'Chicken Sandwich Spicy Combo',"b'1 Spicy sandwich, 1 small side and 1 small drink'",b'$9.99'
b'Popeyes Louisiana Kitchen',b'FAST FOOD',b'',b'20-30 MIN\n934 EIGHTH AVE (\n0.6 MI\n)\nMORE INFO',b'Cajun Fish Combo',"b""comes with 3 pc's cajun fish,regular side,biscuit and a drink""",b'$10.99'
b'Popeyes Louisiana Kitchen',b'FAST FOOD',b'',b'20-30 MIN\n934 EIGHTH AVE (\n0.6 MI\n)\nMORE INFO',b'Two Pieces Chicken Dinner',b'Includes a choice of regular signature side and a biscuit.',b'$8.99'
b'Popeyes Louisiana Kitchen',b'FAST FOOD',b'',b'20-30 MIN\n934 EIGHTH AVE (\n0.6 MI\n)\nMORE INFO',b'Three Pieces Handcrafted Tenders Dinner',b'Includes a choice of regular signature side and a biscuit.',b'$9.99'
b'Popeyes Louisiana Kitchen',b'FAST FOOD',b'',b'20-30 MIN\n934 EIGHTH AVE (\n0.6 MI\n)\nMORE INFO',b'Three Pieces Chicken Dinner',b'Includes a choice of regular signature side and a biscuit.',b'$9.99'
b'Popeyes Louisiana Kitchen',b'FAST FOOD',b'',b'20-30 MIN\n934 EIGHTH AVE (\n0.6 MI\n)\nMORE INFO',b'Five Pieces Handcrafted Tenders Dinner',b'Includes a choice of regular signature side and a biscuit.',b'$10.99'
b'Popeyes Louisiana Kitchen',b'FAST FOOD',b'',b'20-30 MIN\n934 EIGHTH AVE (\n0.6 MI\n)\nMORE INFO',b'Eight Pieces Mixed Chicken',b'Includes one large signature side and four hot buttermilk biscuits.',b'$24.99'
b'Popeyes Louisiana Kitchen',b'FAST FOOD',b'',b'20-30 MIN\n934 EIGHTH AVE (\n0.6 MI\n)\nMORE INFO',b'Eight Pieces Handcrafted Tenders',"b'Includes one large signature side, four hot buttermilk biscuits, and three sauces.'",b'$24.99'
b'Popeyes Louisiana Kitchen',b'FAST FOOD',b'',b'20-30 MIN\n934 EIGHTH AVE (\n0.6 MI\n)\nMORE INFO',b'12 Pieces Mixed Chicken',b'Includes two large signature sides and six hot buttermilk biscuits.',b'$35.99'
b'Popeyes Louisiana Kitchen',b'FAST FOOD',b'',b'20-30 MIN\n934 EIGHTH AVE (\n0.6 MI\n)\nMORE INFO',b'12 Pcs Handcrafted Tenders',b'Includes two large signature sides and six hot buttermilk biscuits and four sauces.',b'$35.99'
b'Popeyes Louisiana Kitchen',b'FAST FOOD',b'',b'20-30 MIN\n934 EIGHTH AVE (\n0.6 MI\n)\nMORE INFO',b'16 Pcs Mixed Chicken',b'Includes three large signature sides and eight hot buttermilk biscuits.',b'$43.00'
b'Popeyes Louisiana Kitchen',b'FAST FOOD',b'',b'20-30 MIN\n934 EIGHTH AVE (\n0.6 MI\n)\nMORE INFO',b'Handcrafted Tenders (16 Pcs)',b'Includes three large signature sides and eight hot buttermilk biscuits and six sauces.',b'$42.99'
b'Popeyes Louisiana Kitchen',b'FAST FOOD',b'',b'20-30 MIN\n934 EIGHTH AVE (\n0.6 MI\n)\nMORE INFO',b'Mixed Chicken (20 Pcs)',b'Includes four large signature sides and ten hot buttermilk biscuits.',b'$52.99'
b'Popeyes Louisiana Kitchen',b'FAST FOOD',b'',b'20-30 MIN\n934 EIGHTH AVE (\n0.6 MI\n)\nMORE INFO',b'Handcrafted Tenders (20 Pcs)',b'Includes four large signature sides and ten hot buttermilk biscuits and eight sauces.',b'$52.99'
b'Popeyes Louisiana Kitchen',b'FAST FOOD',b'',b'20-30 MIN\n934 EIGHTH AVE (\n0.6 MI\n)\nMORE INFO',b'Mixed Chicken (30 Pcs)',b'Includes six large signature sides and fifteen hot buttermilk biscuits.',b'$69.99'
b'Popeyes Louisiana Kitchen',b'FAST FOOD',b'',b'20-30 MIN\n934 EIGHTH AVE (\n0.6 MI\n)\nMORE INFO',b'Handcrafted Tenders (30 Pcs)',b'Includes six large signature sides and fifteen hot buttermilk biscuits and ten sauces.',b'$69.99'
b'Popeyes Louisiana Kitchen',b'FAST FOOD',b'',b'20-30 MIN\n934 EIGHTH AVE (\n0.6 MI\n)\nMORE INFO',b'10pc Leg & Thigh 1 LG Side 4 Biscuits',b'Limited Time Only!!',b'$24.99'
b'Popeyes Louisiana Kitchen',b'FAST FOOD',b'',b'20-30 MIN\n934 EIGHTH AVE (\n0.6 MI\n)\nMORE INFO',b'Mixed Chicken (8 Pcs)',b'',b'$16.99'
b'Popeyes Louisiana Kitchen',b'FAST FOOD',b'',b'20-30 MIN\n934 EIGHTH AVE (\n0.6 MI\n)\nMORE INFO',b'Handcrafted Tenders (8 Pcs)',b'Includes three sauces.',b'$16.99'
b'Popeyes Louisiana Kitchen',b'FAST FOOD',b'',b'20-30 MIN\n934 EIGHTH AVE (\n0.6 MI\n)\nMORE INFO',b'Mixed Chicken (12 Pcs)',b'',b'$23.99'
b'Popeyes Louisiana Kitchen',b'FAST FOOD',b'',b'20-30 MIN\n934 EIGHTH AVE (\n0.6 MI\n)\nMORE INFO',b'Handcrafted Tenders (12 Pcs)',b'Includes four sauces.',b'$23.99'
b'Popeyes Louisiana Kitchen',b'FAST FOOD',b'',b'20-30 MIN\n934 EIGHTH AVE (\n0.6 MI\n)\nMORE INFO',b'Mixed Chicken (16 Pcs)',b'',b'$31.99'
b'Popeyes Louisiana Kitchen',b'FAST FOOD',b'',b'20-30 MIN\n934 EIGHTH AVE (\n0.6 MI\n)\nMORE INFO',b'Handcrafted Tenders (16 Pcs)',b'Include six sauces',b'$31.99'
b'Popeyes Louisiana Kitchen',b'FAST FOOD',b'',b'20-30 MIN\n934 EIGHTH AVE (\n0.6 MI\n)\nMORE INFO',b'Mixed Chicken (20 Pcs)',b'',b'$36.99'
b'Popeyes Louisiana Kitchen',b'FAST FOOD',b'',b'20-30 MIN\n934 EIGHTH AVE (\n0.6 MI\n)\nMORE INFO',b'Handcrafted Tenders (20 Pcs)',b'',b'$36.99'
b'Popeyes Louisiana Kitchen',b'FAST FOOD',b'',b'20-30 MIN\n934 EIGHTH AVE (\n0.6 MI\n)\nMORE INFO',b'Mixed Chicken (30 Pcs)',b'',b'$47.99'
b'Popeyes Louisiana Kitchen',b'FAST FOOD',b'',b'20-30 MIN\n934 EIGHTH AVE (\n0.6 MI\n)\nMORE INFO',b'Handcrafted Tenders (30 Pcs)',b'Includes six sauces',b'$70.99'
b'Popeyes Louisiana Kitchen',b'FAST FOOD',b'',b'20-30 MIN\n934 EIGHTH AVE (\n0.6 MI\n)\nMORE INFO',b'Family Box 5 legs and 5 thighs only',b'',b'$16.99'
b'Popeyes Louisiana Kitchen',b'FAST FOOD',b'',b'20-30 MIN\n934 EIGHTH AVE (\n0.6 MI\n)\nMORE INFO',b'Red Beans & Rice',b'',b'$2.99'
b'Popeyes Louisiana Kitchen',b'FAST FOOD',b'',b'20-30 MIN\n934 EIGHTH AVE (\n0.6 MI\n)\nMORE INFO',b'Coleslaw',b'',b'$2.99'
b'Popeyes Louisiana Kitchen',b'FAST FOOD',b'',b'20-30 MIN\n934 EIGHTH AVE (\n0.6 MI\n)\nMORE INFO',b'Mashed Potatoes with Cajun Gravy',b'',b'$2.99'
b'Popeyes Louisiana Kitchen',b'FAST FOOD',b'',b'20-30 MIN\n934 EIGHTH AVE (\n0.6 MI\n)\nMORE INFO',b'Cajun Fries',b'',b'$2.99'
b'Popeyes Louisiana Kitchen',b'FAST FOOD',b'',b'20-30 MIN\n934 EIGHTH AVE (\n0.6 MI\n)\nMORE INFO',b'Cajun Rice',b'',b'$2.99'
b'Popeyes Louisiana Kitchen',b'FAST FOOD',b'',b'20-30 MIN\n934 EIGHTH AVE (\n0.6 MI\n)\nMORE INFO',b'Biscuits',b'',b'$1.15'
b'Popeyes Louisiana Kitchen',b'FAST FOOD',b'',b'20-30 MIN\n934 EIGHTH AVE (\n0.6 MI\n)\nMORE INFO',b'1/2 Gallon of Tea',b'',b'$4.99'
b'Popeyes Louisiana Kitchen',b'FAST FOOD',b'',b'20-30 MIN\n934 EIGHTH AVE (\n0.6 MI\n)\nMORE INFO',b'Gallon of Tea',b'',b'$6.99'
b'Popeyes Louisiana Kitchen',b'FAST FOOD',b'',b'20-30 MIN\n934 EIGHTH AVE (\n0.6 MI\n)\nMORE INFO',b'Chilled Premium Lemonade',b'',b'$2.85'
b'Popeyes Louisiana Kitchen',b'FAST FOOD',b'',b'20-30 MIN\n934 EIGHTH AVE (\n0.6 MI\n)\nMORE INFO',b'Frozen Premium Lemonade',b'',b'$2.85'
b'Popeyes Louisiana Kitchen',b'FAST FOOD',b'',b'20-30 MIN\n934 EIGHTH AVE (\n0.6 MI\n)\nMORE INFO',b'Chilled Strawberry Premium Lemonade',b'',b'$2.85'
b'Popeyes Louisiana Kitchen',b'FAST FOOD',b'',b'20-30 MIN\n934 EIGHTH AVE (\n0.6 MI\n)\nMORE INFO',b'Frozen Strawberry Premium Lemonade',b'',b'$2.85'
b'Popeyes Louisiana Kitchen',b'FAST FOOD',b'',b'20-30 MIN\n934 EIGHTH AVE (\n0.6 MI\n)\nMORE INFO',b'Apple Pie',b'',b'$1.79'
b'Popeyes Louisiana Kitchen',b'FAST FOOD',b'',b'20-30 MIN\n934 EIGHTH AVE (\n0.6 MI\n)\nMORE INFO',b'Chocolate Beignet',b'',b'$2.39'
b'Popeyes Louisiana Kitchen',b'FAST FOOD',b'',b'20-30 MIN\n934 EIGHTH AVE (\n0.6 MI\n)\nMORE INFO',b'4 Sandwich Family Feast',"b'4 sandwiches, 1 large side'",b'$25.99'
b'Popeyes Louisiana Kitchen',b'FAST FOOD',b'',b'20-30 MIN\n934 EIGHTH AVE (\n0.6 MI\n)\nMORE INFO',b'Big Family Feast',"b'8 pieces of our signature chicken & 3 chicken sandwiches, 1 large side, 3 biscuits, 3 apple pies.'",b'$37.06'
b'Popeyes Louisiana Kitchen',b'FAST FOOD',b'',b'20-30 MIN\n934 EIGHTH AVE (\n0.6 MI\n)\nMORE INFO',b'Bigger Family Feast',"b'12 pieces of our signature chicken & 5 chicken sandwiches, 2 large sides, 5 biscuits, 5 apple pies.'",b'$60.00'
b'Momoya',b'SUSHI',b'599 added to favorites',b'55-65 MIN\n427 AMSTERDAM AVE (\n0.8 MI\n)\nMORE INFO',b'Crispy Rice Roll',"b'Spicy tuna, jalape\xc3\xb1o, eel sauce.'",b'$19.29'
b'Momoya',b'SUSHI',b'599 added to favorites',b'55-65 MIN\n427 AMSTERDAM AVE (\n0.8 MI\n)\nMORE INFO',b'Salmon Avocado Roll',b'',b'$9.05'
b'Momoya',b'SUSHI',b'599 added to favorites',b'55-65 MIN\n427 AMSTERDAM AVE (\n0.8 MI\n)\nMORE INFO',b'Spicy Tuna Roll',b'',b'$9.65'
b'Momoya',b'SUSHI',b'599 added to favorites',b'55-65 MIN\n427 AMSTERDAM AVE (\n0.8 MI\n)\nMORE INFO',b'Miso Soup',"b'Tofu, scallion, wakame.'",b'$5.09'
b'Momoya',b'SUSHI',b'599 added to favorites',b'55-65 MIN\n427 AMSTERDAM AVE (\n0.8 MI\n)\nMORE INFO',b'Edamame',b'Sea salt.',b'$8.49'
b'Momoya',b'SUSHI',b'599 added to favorites',b'55-65 MIN\n427 AMSTERDAM AVE (\n0.8 MI\n)\nMORE INFO',b'Shrimp Tempura Roll',b'',b'$10.19'
b'Momoya',b'SUSHI',b'599 added to favorites',b'55-65 MIN\n427 AMSTERDAM AVE (\n0.8 MI\n)\nMORE INFO',b'Salmon Crunch Roll',"b'Spicy salmon, mango, avocado.'",b'$18.09'
b'Momoya',b'SUSHI',b'599 added to favorites',b'55-65 MIN\n427 AMSTERDAM AVE (\n0.8 MI\n)\nMORE INFO',b'Pork Gyoza',b'Pan seared or steamed.',b'$10.19'
b'Momoya',b'SUSHI',b'599 added to favorites',b'55-65 MIN\n427 AMSTERDAM AVE (\n0.8 MI\n)\nMORE INFO',b'Yellowtail Scallion Roll',b'',b'$9.05'
b'Momoya',b'SUSHI',b'599 added to favorites',b'55-65 MIN\n427 AMSTERDAM AVE (\n0.8 MI\n)\nMORE INFO',b'Avocado Roll',b'',b'$6.79'
b'Momoya',b'SUSHI',b'599 added to favorites',b'55-65 MIN\n427 AMSTERDAM AVE (\n0.8 MI\n)\nMORE INFO',b'Edamame',b'Sea salt.',b'$8.49'
b'Momoya',b'SUSHI',b'599 added to favorites',b'55-65 MIN\n427 AMSTERDAM AVE (\n0.8 MI\n)\nMORE INFO',b'Shishito Pepper',b'Yuzu salt.',b'$12.45'
b'Momoya',b'SUSHI',b'599 added to favorites',b'55-65 MIN\n427 AMSTERDAM AVE (\n0.8 MI\n)\nMORE INFO',b'Brussels Sprouts',"b'Honey butter, walnut, togarashi.'",b'$14.69'
b'Momoya',b'SUSHI',b'599 added to favorites',b'55-65 MIN\n427 AMSTERDAM AVE (\n0.8 MI\n)\nMORE INFO',b'Kale Gyoza',"b'Tofu, black sesame.'",b'$12.45'
b'Momoya',b'SUSHI',b'599 added to favorites',b'55-65 MIN\n427 AMSTERDAM AVE (\n0.8 MI\n)\nMORE INFO',b'Pork Gyoza',b'Pan seared or steamed.',b'$10.19'
b'Momoya',b'SUSHI',b'599 added to favorites',b'55-65 MIN\n427 AMSTERDAM AVE (\n0.8 MI\n)\nMORE INFO',b'Shumai',b'Shrimp and chicken.',b'$11.30'
b'Momoya',b'SUSHI',b'599 added to favorites',b'55-65 MIN\n427 AMSTERDAM AVE (\n0.8 MI\n)\nMORE INFO',b'Duck Bun',"b'Daikon, red onion and lettuce.'",b'$14.69'
b'Momoya',b'SUSHI',b'599 added to favorites',b'55-65 MIN\n427 AMSTERDAM AVE (\n0.8 MI\n)\nMORE INFO',b'Pork Bun',"b'Daikon, red onion and lettuce.'",b'$13.59'
b'Momoya',b'SUSHI',b'599 added to favorites',b'55-65 MIN\n427 AMSTERDAM AVE (\n0.8 MI\n)\nMORE INFO',b'Agedashi Tofu',"b'Scallion, bonito flakes.'",b'$9.05'
b'Momoya',b'SUSHI',b'599 added to favorites',b'55-65 MIN\n427 AMSTERDAM AVE (\n0.8 MI\n)\nMORE INFO',b'Nasu Shigiyaki',"b'Eggplant, sweet citrus miso.'",b'$11.30'
b'Momoya',b'SUSHI',b'599 added to favorites',b'55-65 MIN\n427 AMSTERDAM AVE (\n0.8 MI\n)\nMORE INFO',b'Spicy Shrimp',"b'Crispy shrimp, spicy mayo.'",b'$16.95'
b'Momoya',b'SUSHI',b'599 added to favorites',b'55-65 MIN\n427 AMSTERDAM AVE (\n0.8 MI\n)\nMORE INFO',b'Tempura Appetizer',"b'2 shrimp, 4 vegetable.'",b'$15.85'
b'Momoya',b'SUSHI',b'599 added to favorites',b'55-65 MIN\n427 AMSTERDAM AVE (\n0.8 MI\n)\nMORE INFO',b'Sweet Miso Black Cod',"b'Spinach, kabocha pur\xc3\xa9e.'",b'$22.65'
